"Cluster_name","Bacteria_Host","Lineage"
"Cluster 1535",";;;;;;","unclassfied_genus__2496"
"Cluster 15351",";;;;;;","unclassfied_genus__2497"
"Cluster 15353",";;;;;;","unclassfied_genus__2498"
"Cluster 15355",";;;;;;","unclassfied_genus__2499"
"Cluster 15356","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__2500"
"Cluster 15357",";;;;;;","unclassfied_genus__2501"
"Cluster 15358","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__2502"
"Cluster 15359","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;","Blautia_A"
"Cluster 1536",";;;;;;","unclassfied_genus__2503"
"Cluster 15363",";;;;;;","unclassfied_genus__2504"
"Cluster 15364","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp003612625","Anaerotruncus"
"Cluster 15365",";;;;;;","unclassfied_genus__2505"
"Cluster 15366","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2506"
"Cluster 15367",";;;;;;","unclassfied_genus__2507"
"Cluster 15368",";;;;;;","unclassfied_genus__2508"
"Cluster 15369","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__2509"
"Cluster 1537","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;","Anaerotignum"
"Cluster 15372",";;;;;;","unclassfied_genus__2510"
"Cluster 15373","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__2511"
"Cluster 15375","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__2512"
"Cluster 15378","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__2513"
"Cluster 15379",";;;;;;","unclassfied_genus__2514"
"Cluster 1538",";;;;;;","unclassfied_genus__2515"
"Cluster 15380",";;;;;;","unclassfied_genus__2516"
"Cluster 15383",";;;;;;","unclassfied_genus__2517"
"Cluster 15384","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__2518"
"Cluster 15388","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__2519"
"Cluster 1539","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum faecale","Anaerobutyricum"
"Cluster 15392",";;;;;;","unclassfied_genus__2520"
"Cluster 15394","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris","Adlercreutzia"
"Cluster 15395","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;","Faecalibacterium"
"Cluster 154","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia mucosicola","Adlercreutzia"
"Cluster 1540","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2521"
"Cluster 15403",";;;;;;","unclassfied_genus__2522"
"Cluster 15405","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;","Copromonas"
"Cluster 15406",";;;;;;","unclassfied_genus__2523"
"Cluster 1541","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2524"
"Cluster 15410","d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;","Desulfovibrio"
"Cluster 15412","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;","unclassfied_genus__2525"
"Cluster 15413",";;;;;;","unclassfied_genus__2526"
"Cluster 15414","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2527"
"Cluster 15415","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis","Anaerotruncus"
"Cluster 1542","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AM51-8;s__AM51-8 sp003478275","AM51-8"
"Cluster 15423","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp003612555","Acutalibacter"
"Cluster 15426",";;;;;;","unclassfied_genus__2528"
"Cluster 15429","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2529"
"Cluster 1543","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2530"
"Cluster 15430","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2531"
"Cluster 15431","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;","unclassfied_genus__2532"
"Cluster 15434",";;;;;;","unclassfied_genus__2533"
"Cluster 15436",";;;;;;","unclassfied_genus__2534"
"Cluster 15439",";;;;;;","unclassfied_genus__2535"
"Cluster 1544","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2536"
"Cluster 15441","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp003611875","Ventrimonas"
"Cluster 15443",";;;;;;","unclassfied_genus__2537"
"Cluster 15445",";;;;;;","unclassfied_genus__2538"
"Cluster 15446","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;","Phocaeicola"
"Cluster 15447",";;;;;;","unclassfied_genus__2539"
"Cluster 15448",";;;;;;","unclassfied_genus__2540"
"Cluster 15449","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2541"
"Cluster 1545",";;;;;;","unclassfied_genus__2542"
"Cluster 15453","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2543"
"Cluster 15454","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NSJ-51;","NSJ-51"
"Cluster 15455",";;;;;;","unclassfied_genus__2544"
"Cluster 15456","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis","Enterocloster"
"Cluster 15457",";;;;;;","unclassfied_genus__2545"
"Cluster 15459",";;;;;;","unclassfied_genus__2546"
"Cluster 1546","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;","UBA7173"
"Cluster 15462","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2547"
"Cluster 15463",";;;;;;","unclassfied_genus__2548"
"Cluster 15464",";;;;;;","unclassfied_genus__2549"
"Cluster 15465","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2550"
"Cluster 15466",";;;;;;","unclassfied_genus__2551"
"Cluster 15467","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__2552"
"Cluster 15469","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;","Faecalibacterium"
"Cluster 15470","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__2553"
"Cluster 15471","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;;","unclassfied_genus__2554"
"Cluster 15476",";;;;;;","unclassfied_genus__2555"
"Cluster 15479",";;;;;;","unclassfied_genus__2556"
"Cluster 1548","d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;;","unclassfied_genus__2557"
"Cluster 15480","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;;","unclassfied_genus__2558"
"Cluster 15481",";;;;;;","unclassfied_genus__2559"
"Cluster 15484","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp003611955","1XD8-76"
"Cluster 15486",";;;;;;","unclassfied_genus__2560"
"Cluster 15488",";;;;;;","unclassfied_genus__2561"
"Cluster 1549",";;;;;;","unclassfied_genus__2562"
"Cluster 15494",";;;;;;","unclassfied_genus__2563"
"Cluster 15495","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__2564"
"Cluster 15496","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;","Limisoma"
"Cluster 15497",";;;;;;","unclassfied_genus__2565"
"Cluster 15498",";;;;;;","unclassfied_genus__2566"
"Cluster 155","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__CAG-95 sp003612395","CAG-95"
"Cluster 1550","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2567"
"Cluster 15502","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MD308;s__MD308 sp000403475","MD308"
"Cluster 15504","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;","Adlercreutzia"
"Cluster 15505",";;;;;;","unclassfied_genus__2568"
"Cluster 15507","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;","Copromonas"
"Cluster 15508",";;;;;;","unclassfied_genus__2569"
"Cluster 15509","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp003612335","Lawsonibacter"
"Cluster 1551",";;;;;;","unclassfied_genus__2570"
"Cluster 15510","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;","Fimisoma"
"Cluster 15518","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2571"
"Cluster 15519","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__2572"
"Cluster 15520","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;","Barnesiella"
"Cluster 15522","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;;","unclassfied_genus__2573"
"Cluster 15523","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2574"
"Cluster 15525","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__2575"
"Cluster 15528","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__2576"
"Cluster 15529","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;","Phocaeicola"
"Cluster 1553","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp003612555","Acutalibacter"
"Cluster 15530","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__2577"
"Cluster 15533",";;;;;;","unclassfied_genus__2578"
"Cluster 15536","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp009936055","Acutalibacter"
"Cluster 15537","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis","Anaerotruncus"
"Cluster 15538",";;;;;;","unclassfied_genus__2579"
"Cluster 1554",";;;;;;","unclassfied_genus__2580"
"Cluster 15542","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;","Phocaeicola"
"Cluster 15543",";;;;;;","unclassfied_genus__2581"
"Cluster 15544","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2582"
"Cluster 15546",";;;;;;","unclassfied_genus__2583"
"Cluster 15548","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805","UBA3282"
"Cluster 15549","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2584"
"Cluster 1555","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;;","unclassfied_genus__2585"
"Cluster 15552","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris","Adlercreutzia"
"Cluster 15553",";;;;;;","unclassfied_genus__2586"
"Cluster 15554","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2587"
"Cluster 15555","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp009936055","Acutalibacter"
"Cluster 15559","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__2588"
"Cluster 1556","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;;","unclassfied_genus__2589"
"Cluster 15563","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__2590"
"Cluster 15564",";;;;;;","unclassfied_genus__2591"
"Cluster 15566","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2592"
"Cluster 15570","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__2593"
"Cluster 15571",";;;;;;","unclassfied_genus__2594"
"Cluster 15572",";;;;;;","unclassfied_genus__2595"
"Cluster 15574",";;;;;;","unclassfied_genus__2596"
"Cluster 15577",";;;;;;","unclassfied_genus__2597"
"Cluster 15578",";;;;;;","unclassfied_genus__2598"
"Cluster 1558",";;;;;;","unclassfied_genus__2599"
"Cluster 15580",";;;;;;","unclassfied_genus__2600"
"Cluster 15581",";;;;;;","unclassfied_genus__2601"
"Cluster 15583","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;","Ruthenibacterium"
"Cluster 15586","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp000403315","14-2"
"Cluster 15587","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis","Anaerotruncus"
"Cluster 15588",";;;;;;","unclassfied_genus__2602"
"Cluster 1559","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;","Clostridium_Q"
"Cluster 15591","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__An92;s__An92 sp009935845","An92"
"Cluster 15592","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2603"
"Cluster 15595","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;","Blautia_A"
"Cluster 15597","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__2604"
"Cluster 15598",";;;;;;","unclassfied_genus__2605"
"Cluster 156",";;;;;;","unclassfied_genus__2606"
"Cluster 1560","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri","Duncaniella"
"Cluster 15600",";;;;;;","unclassfied_genus__2607"
"Cluster 15601","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;","14-2"
"Cluster 15602","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;","Anaerotignum"
"Cluster 15603","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__2608"
"Cluster 15604",";;;;;;","unclassfied_genus__2609"
"Cluster 15608","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis","Anaerotruncus"
"Cluster 1561","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395","Anaerotruncus"
"Cluster 15611",";;;;;;","unclassfied_genus__2610"
"Cluster 15612",";;;;;;","unclassfied_genus__2611"
"Cluster 15614",";;;;;;","unclassfied_genus__2612"
"Cluster 15615",";;;;;;","unclassfied_genus__2613"
"Cluster 15616",";;;;;;","unclassfied_genus__2614"
"Cluster 15618","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp009917525","Acutalibacter"
"Cluster 15619","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis","Parabacteroides"
"Cluster 1562","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;","Bacteroides"
"Cluster 15623","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2615"
"Cluster 15624","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;","Faecalibacterium"
"Cluster 15625",";;;;;;","unclassfied_genus__2616"
"Cluster 15626",";;;;;;","unclassfied_genus__2617"
"Cluster 15629",";;;;;;","unclassfied_genus__2618"
"Cluster 15630","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;","Intestinimonas"
"Cluster 15635","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__2619"
"Cluster 15637","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;","Emergencia"
"Cluster 15638","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2;s__14-2 sp000403255","14-2"
"Cluster 15639","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;","Acetatifactor"
"Cluster 1564","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__2620"
"Cluster 15640",";;;;;;","unclassfied_genus__2621"
"Cluster 15642",";;;;;;","unclassfied_genus__2622"
"Cluster 15643","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia mucosicola","Adlercreutzia"
"Cluster 15644","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;","Emergencia"
"Cluster 15645",";;;;;;","unclassfied_genus__2623"
"Cluster 15646","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395","Anaerotruncus"
"Cluster 15647","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;;","unclassfied_genus__2624"
"Cluster 15648",";;;;;;","unclassfied_genus__2625"
"Cluster 15649","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;","Faecousia"
"Cluster 15650","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;","Fusicatenibacter"
"Cluster 15651",";;;;;;","unclassfied_genus__2626"
"Cluster 15656","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD42-69;s__1XD42-69 sp003612565","1XD42-69"
"Cluster 15657","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;","Butyricicoccus"
"Cluster 1566","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2627"
"Cluster 15660","d__Bacteria;p__Firmicutes_A;c__Clostridia;;;;","unclassfied_genus__2628"
"Cluster 15663","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_J;","Eubacterium_J"
"Cluster 15667","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2629"
"Cluster 15669","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;;;","unclassfied_genus__2630"
"Cluster 1567",";;;;;;","unclassfied_genus__2631"
"Cluster 15670",";;;;;;","unclassfied_genus__2632"
"Cluster 15671","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;;","unclassfied_genus__2633"
"Cluster 15673","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;","unclassfied_genus__2634"
"Cluster 15674",";;;;;;","unclassfied_genus__2635"
"Cluster 15676",";;;;;;","unclassfied_genus__2636"
"Cluster 15679","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2637"
"Cluster 1568",";;;;;;","unclassfied_genus__2638"
"Cluster 15680",";;;;;;","unclassfied_genus__2639"
"Cluster 15681",";;;;;;","unclassfied_genus__2640"
"Cluster 15684","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;;","unclassfied_genus__2641"
"Cluster 15685",";;;;;;","unclassfied_genus__2642"
"Cluster 15687","d__Bacteria;p__Bacteroidota;;;;;","unclassfied_genus__2643"
"Cluster 1569",";;;;;;","unclassfied_genus__2644"
"Cluster 15690","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;","unclassfied_genus__2645"
"Cluster 15691",";;;;;;","unclassfied_genus__2646"
"Cluster 15693","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis","Anaerotruncus"
"Cluster 15695",";;;;;;","unclassfied_genus__2647"
"Cluster 15697",";;;;;;","unclassfied_genus__2648"
"Cluster 15698",";;;;;;","unclassfied_genus__2649"
"Cluster 157","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp003612555","Acutalibacter"
"Cluster 1570","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;","Eubacterium_G"
