"Contig_number","Mapped_Reads_Number"
"NODE_28162_length_1419_cov_8.174487||full",136
"NODE_43043_length_1026_cov_2.087539||full",22
"NODE_8972_length_3183_cov_17.203325||full",645
"NODE_2242_length_7802_cov_3.640248||full",332
"NODE_2047_length_8216_cov_5.283299||full",621
"NODE_611_length_15558_cov_15.715216||full",2711
"NODE_35638_length_1187_cov_3.880742||full",41
"NODE_28573_length_1403_cov_3.204006||full",47
"NODE_6324_length_4028_cov_4.109489||full",202
"NODE_23771_length_1608_cov_4.546040||full",101
"NODE_13538_length_2405_cov_3.503404||full",95
"NODE_1190_length_11068_cov_5.401253||full",672
"NODE_7478_length_3590_cov_5.048373||full",467
"NODE_39187_length_1103_cov_12.037214||full",253
"NODE_11149_length_2744_cov_4.350316||full",148
"NODE_4637_length_4969_cov_4.436101||full",272
"NODE_28025_length_1424_cov_3.967129||lt2gene",64
"NODE_27915_length_1428_cov_3.845594||full",100
"NODE_37965_length_1132_cov_4.858867||full",69
"NODE_10787_length_2805_cov_2.962909||full",107
"NODE_17129_length_2037_cov_4.570636||full",101
"NODE_44447_length_1001_cov_3.248414||lt2gene",58
"NODE_8402_length_3325_cov_4.712538||lt2gene",172
"NODE_35605_length_1188_cov_3.175640||full",63
"NODE_33010_length_1259_cov_2.224252||full",28
"NODE_218_length_24159_cov_11.457310||full",2899
"NODE_6888_length_3801_cov_6.022691||full",255
"NODE_3504_length_5908_cov_9.767128||full",630
"NODE_25401_length_1532_cov_5.251185||full",106
"NODE_29413_length_1374_cov_2.535254||full",65
"NODE_5482_length_4452_cov_3.263134||full",222
"NODE_10099_length_2937_cov_10.590562||full",398
"NODE_4012_length_5419_cov_3.675429||full",246
"NODE_21162_length_1753_cov_3.257951||full",93
"NODE_22781_length_1661_cov_2.595890||full",78
"NODE_27305_length_1452_cov_2.340730||full",38
"NODE_11755_length_2643_cov_23.999227||full",763
"NODE_14714_length_2269_cov_3.108401||lt2gene",78
"NODE_2510_length_7289_cov_24.649848||full",1934
"NODE_19678_length_1844_cov_3.692007||full",76
"NODE_18205_length_1951_cov_3.620781||full",69
"NODE_37508_length_1143_cov_2.911765||full",35
"NODE_39858_length_1089_cov_3.864603||full",46
"NODE_8834_length_3217_cov_3.586022||full",418
"NODE_803_length_13906_cov_8.785792||full",1913
"NODE_6340_length_4022_cov_8.126796||full",615
"NODE_14562_length_2285_cov_8.619283||full",308
"NODE_3768_length_5636_cov_5.018455||full",819
"NODE_25393_length_1533_cov_2.147497||full",34
"NODE_39715_length_1092_cov_3.240116||full",45
"NODE_3557_length_5850_cov_5.463330||full",336
"NODE_16130_length_2124_cov_4.644756||full",165
"NODE_7262_length_3676_cov_12.511461||full",481
"NODE_27076_length_1461_cov_5.008535||full",209
"NODE_42557_length_1035_cov_2.468367||full",34
"NODE_9269_length_3114_cov_9.835240||full",369
"NODE_33182_length_1253_cov_2.902337||full",61
"NODE_14635_length_2277_cov_2.382088||full",60
"NODE_36247_length_1172_cov_2.012534||full",26
"NODE_17774_length_1984_cov_2.725765||full_1",27
"NODE_1037_length_11900_cov_6.543858||full",823
"NODE_32846_length_1263_cov_22.927152||full",290
"NODE_29657_length_1364_cov_4.036669||full",107
"NODE_26544_length_1483_cov_3.560224||lt2gene",58
"NODE_3145_length_6342_cov_4.920471||full",320
"NODE_22904_length_1654_cov_2.132583||full",45
"NODE_28305_length_1413_cov_4.524300||full",68
"NODE_31380_length_1308_cov_2.257781||full",31
"NODE_30706_length_1329_cov_1.882261||full",30
"NODE_6005_length_4177_cov_8.005580||lt2gene",347
"NODE_31943_length_1290_cov_6.302834||full",95
"NODE_18622_length_1920_cov_2.249330||full",90
"NODE_4133_length_5313_cov_4.797642||full",293
"NODE_18055_length_1963_cov_4.088574||full",141
"NODE_37259_length_1148_cov_4.112534||full",48
"NODE_30990_length_1319_cov_12.008703||full",170
"NODE_12385_length_2549_cov_4.102646||full",107
"NODE_19402_length_1864_cov_1.731896||full",38
"NODE_23776_length_1608_cov_3.372183||lt2gene",57
"NODE_43157_length_1023_cov_5.453512||full",104
"NODE_5231_length_4597_cov_2.772567||full",139
"NODE_11025_length_2763_cov_4.379985||full",223
"NODE_30095_length_1349_cov_2.461360||full",50
"NODE_17360_length_2019_cov_2.454684||full",56
"NODE_36882_length_1157_cov_3.441016||lt2gene",43
"NODE_41723_length_1050_cov_16.609045||full",192
"NODE_19177_length_1879_cov_5.516447||full",107
"NODE_37490_length_1143_cov_6.500919||full",112
"NODE_11286_length_2721_cov_2.765566||full",83
"NODE_36313_length_1170_cov_4.291480||full",116
"NODE_7984_length_3438_cov_4.249187||full",211
"NODE_4984_length_4744_cov_4.566006||full",252
"NODE_11737_length_2647_cov_5.452160||full",192
"NODE_42287_length_1040_cov_2.673096||full",36
"NODE_39652_length_1094_cov_1.628489||full",26
"NODE_11716_length_2651_cov_4.570878||full",214
"NODE_16938_length_2055_cov_2.757500||full",91
"NODE_40503_length_1077_cov_1.953033||full",21
"NODE_21512_length_1731_cov_9.644391||full",131
"NODE_32099_length_1286_cov_2.332250||full",34
"NODE_23817_length_1606_cov_3.278530||full",92
"NODE_9410_length_3082_cov_4.424843||full",226
"NODE_16082_length_2130_cov_2.541205||full",61
"NODE_38144_length_1128_cov_3.347623||full",52
"NODE_36348_length_1169_cov_4.557451||full",55
"NODE_44231_length_1005_cov_1.313684||full",21
"NODE_33006_length_1259_cov_2.436877||full",35
"NODE_3739_length_5667_cov_10.430328||full",660
"NODE_18780_length_1908_cov_3.776039||lt2gene",89
"NODE_4387_length_5139_cov_5.216562||full",309
"NODE_29436_length_1373_cov_2.692716||full",71
"NODE_27260_length_1454_cov_3.033595||full",49
"NODE_338_length_20170_cov_7.566642||full",1796
"NODE_1071_length_11680_cov_4.493247||full",753
"NODE_15769_length_2158_cov_29.021398||full",640
"NODE_21318_length_1742_cov_16.053349||full",502
"NODE_26212_length_1497_cov_3.715673||full",99
"NODE_17140_length_2036_cov_4.217567||full",498
"NODE_2554_length_7214_cov_7.975835||full",747
"NODE_3723_length_5678_cov_4.663169||full",307
"NODE_5784_length_4288_cov_3.528703||full",234
"NODE_35549_length_1189_cov_4.606702||lt2gene",170
"NODE_25100_length_1545_cov_13.330872||full",191
"NODE_25975_length_1508_cov_2.102546||full",63
"NODE_29104_length_1384_cov_4.322799||lt2gene",62
"NODE_15956_length_2141_cov_3.693193||full",84
"NODE_1552_length_9700_cov_8.062727||full",832
"NODE_7957_length_3446_cov_25.138012||full",1204
"NODE_16713_length_2075_cov_2.232178||full",88
"NODE_1450_length_10030_cov_4.646717||full",547
"NODE_1976_length_8366_cov_4.246661||full_1",342
"NODE_44064_length_1007_cov_4.266807||full",47
"NODE_23413_length_1627_cov_3.123410||full",70
"NODE_5454_length_4465_cov_5.653968||full",292
"NODE_22815_length_1658_cov_8.082346||full",143
"NODE_21879_length_1711_cov_3.273551||full",191
"NODE_18767_length_1909_cov_2.403991||full",88
"NODE_15082_length_2230_cov_3.542069||full",138
"NODE_22636_length_1668_cov_5.116553||full",141
"NODE_3130_length_6354_cov_9.311478||full",708
"NODE_35264_length_1196_cov_3.598598||full",76
"NODE_5965_length_4194_cov_9.347910||full",373
"NODE_16680_length_2078_cov_3.204647||full",85
"NODE_20597_length_1786_cov_3.476025||full",70
"NODE_36666_length_1162_cov_3.007227||full",35
"NODE_32638_length_1269_cov_8.801483||full",121
"NODE_198_length_25007_cov_47.002565||full",12565
"NODE_1750_length_9005_cov_4.710279||full",535
"NODE_27288_length_1452_cov_9.760916||full",164
"NODE_9708_length_3021_cov_2.641268||full",107
"NODE_35311_length_1195_cov_3.115789||full",37
"NODE_5890_length_4227_cov_3.810642||full",169
"NODE_31828_length_1294_cov_2.658596||full",66
"NODE_39476_length_1097_cov_2.508637||full",41
"NODE_29246_length_1379_cov_9.067221||full",471
"NODE_30081_length_1349_cov_6.550232||lt2gene",129
"NODE_16804_length_2067_cov_4.246024||full",70
"NODE_1041_length_11879_cov_10.901894||full",1395
"NODE_22246_length_1689_cov_3.803550||full",67
"NODE_5771_length_4297_cov_3.803866||full",216
"NODE_36163_length_1174_cov_3.166220||lt2gene",41
"NODE_17160_length_2035_cov_2.102525||full",49
"NODE_35199_length_1198_cov_2.426947||full",40
"NODE_1123_length_11405_cov_4.733921||full",622
"NODE_41450_length_1056_cov_4.032967||lt2gene",175
"NODE_614_length_15551_cov_6.812145||full",1199
"NODE_31307_length_1309_cov_6.507974||full",93
"NODE_12312_length_2559_cov_3.028754||full",89
"NODE_17097_length_2040_cov_8.055919||full_1",99
"NODE_10418_length_2874_cov_4.545938||full",138
"NODE_13351_length_2428_cov_3.564686||full",102
"NODE_20496_length_1791_cov_5.020737||full",71
"NODE_41272_length_1060_cov_2.381095||full",18
"NODE_16708_length_2075_cov_3.420792||full",91
"NODE_44334_length_1003_cov_2.484177||full",55
"NODE_5756_length_4303_cov_5.779661||full",270
"NODE_27079_length_1461_cov_4.274538||full",66
"NODE_40990_length_1065_cov_9.688119||full",110
"NODE_8081_length_3414_cov_7.734147||full",584
"NODE_14141_length_2332_cov_7.804567||full",187
"NODE_1543_length_9726_cov_5.038362||full",650
"NODE_4640_length_4966_cov_9.428426||full_1",325
"NODE_30935_length_1321_cov_4.818325||lt2gene",117
"NODE_9753_length_3008_cov_4.493058||full",136
"NODE_38623_length_1117_cov_3.478343||full",44
"NODE_10407_length_2876_cov_3.910670||full",135
"NODE_1878_length_8632_cov_4.932028||full",518
"NODE_17535_length_2003_cov_2.712526||full",266
"NODE_9845_length_2991_cov_6.429155||full",263
"NODE_5483_length_4451_cov_2.959509||full",164
"NODE_5209_length_4610_cov_4.194512||full",223
"NODE_29649_length_1364_cov_5.986249||lt2gene",90
"NODE_13851_length_2368_cov_3.859922||full",101
"NODE_407_length_18710_cov_31.636023||full",6522
"NODE_1971_length_8377_cov_33.965874||full",3085
"NODE_19303_length_1871_cov_2.867291||full",69
"NODE_5565_length_4401_cov_12.801657||full",972
"NODE_15774_length_2158_cov_4.351878||full",96
"NODE_30158_length_1346_cov_3.766847||full",70
"NODE_6952_length_3777_cov_10.506985||full",721
"NODE_9202_length_3129_cov_2.843526||full",114
"NODE_23052_length_1646_cov_3.409177||full",98
"NODE_37189_length_1150_cov_2.550685||full",34
"NODE_30922_length_1322_cov_1.880032||full",33
"NODE_99_length_33071_cov_17.963018||full",6371
"NODE_349_length_19944_cov_6.727387||full_1",1785
"NODE_5060_length_4695_cov_19.498276||full",1221
"NODE_21199_length_1751_cov_2.590212||lt2gene",85
"NODE_21811_length_1715_cov_2.992169||full",101
"NODE_15089_length_2229_cov_3.651334||full",83
"NODE_15947_length_2142_cov_4.563967||full",158
"NODE_39209_length_1103_cov_2.817748||lt2gene",43
"NODE_12901_length_2484_cov_2.640181||full",74
"NODE_26027_length_1505_cov_4.178621||full",84
"NODE_16978_length_2051_cov_3.178357||lt2gene",71
"NODE_15577_length_2178_cov_2.968441||full",81
"NODE_42824_length_1030_cov_2.365128||full",37
"NODE_17388_length_2016_cov_4.174911||full_1",45
"NODE_11240_length_2728_cov_3.861579||full",174
"NODE_29208_length_1381_cov_3.257919||lt2gene",47
"NODE_20596_length_1786_cov_3.503177||full",113
"NODE_33643_length_1240_cov_1.840506||lt2gene",30
"NODE_4820_length_4848_cov_4.491759||full",285
"NODE_11688_length_2655_cov_4.417308||full",144
"NODE_18118_length_1958_cov_4.070941||full",88
"NODE_11060_length_2756_cov_3.834876||full",412
"NODE_11699_length_2654_cov_2.535591||full",111
"NODE_12830_length_2491_cov_3.724548||full",131
"NODE_34202_length_1224_cov_2.545766||full",33
"NODE_25654_length_1522_cov_2.944785||lt2gene",54
"NODE_35455_length_1192_cov_1.759015||full",28
"NODE_10028_length_2950_cov_3.654922||full",119
"NODE_7107_length_3728_cov_10.060169||full",473
"NODE_10016_length_2952_cov_9.547463||full",784
"NODE_29966_length_1353_cov_42.217257||full",1203
"NODE_13448_length_2417_cov_4.140982||full",133
"NODE_15056_length_2233_cov_3.250230||full",90
"NODE_26490_length_1485_cov_4.346853||lt2gene",68
"NODE_21632_length_1725_cov_3.449102||lt2gene",72
"NODE_17675_length_1991_cov_11.088326||full",244
"NODE_32035_length_1288_cov_2.490673||full",49
"NODE_9437_length_3076_cov_5.057597||full",164
"NODE_21462_length_1734_cov_3.688505||full",77
"NODE_4684_length_4934_cov_5.440254||full",299
"NODE_681_length_14883_cov_5.628406||full",1040
"NODE_2862_length_6719_cov_4.903661||full",374
"NODE_20298_length_1802_cov_16.221523||lt2gene",337
"NODE_42131_length_1043_cov_3.026316||lt2gene",66
"NODE_24681_length_1565_cov_4.565563||lt2gene",76
"NODE_37653_length_1139_cov_7.923432||full",85
"NODE_8740_length_3242_cov_4.490430||lt2gene",154
"NODE_11895_length_2623_cov_5.788162||full",176
"NODE_30178_length_1346_cov_2.041828||full",32
"NODE_17835_length_1980_cov_2.559481||full",65
"NODE_22996_length_1649_cov_2.760979||full",50
"NODE_27939_length_1427_cov_4.423469||full",63
"NODE_23823_length_1606_cov_2.398453||full",80
"NODE_5242_length_4589_cov_6.066608||full",356
"NODE_37534_length_1142_cov_5.104876||full",105
"NODE_38608_length_1117_cov_5.370056||full",180
"NODE_28766_length_1396_cov_3.785235||full",82
"NODE_7555_length_3565_cov_2.856410||full",126
"NODE_28813_length_1394_cov_4.067214||full",95
"NODE_25968_length_1508_cov_3.105299||lt2gene",47
"NODE_683_length_14858_cov_148.060934||full",23267
"NODE_15598_length_2176_cov_4.864215||full",239
"NODE_17440_length_2010_cov_5.565729||full",234
"NODE_20012_length_1821_cov_10.307475||full",341
"NODE_10509_length_2857_cov_3.587794||full",134
"NODE_32563_length_1272_cov_2.983566||lt2gene",41
"NODE_3033_length_6478_cov_4.576989||full",348
"NODE_5651_length_4355_cov_4.435581||full",220
"NODE_30581_length_1332_cov_4.728269||full",76
"NODE_39392_length_1099_cov_2.196360||full",24
"NODE_28668_length_1400_cov_1.744238||full",26
"NODE_5692_length_4335_cov_3.921729||full_1",178
"NODE_9943_length_2969_cov_3.813658||full",127
"NODE_16941_length_2054_cov_36.639820||full",1750
"NODE_11735_length_2647_cov_27.038580||full",793
"NODE_14478_length_2294_cov_4.276463||full",181
"NODE_14184_length_2327_cov_10.108715||full",247
"NODE_1929_length_8485_cov_4.395255||full",471
"NODE_10706_length_2820_cov_7.675949||full",222
"NODE_30256_length_1343_cov_4.171584||full",19
"NODE_25652_length_1522_cov_3.168371||full",88
"NODE_29481_length_1371_cov_3.455927||full",53
"NODE_10648_length_2831_cov_3.521974||full",109
"NODE_239_length_23322_cov_6.038810||full",1495
"NODE_8062_length_3419_cov_16.793401||full",629
"NODE_3363_length_6073_cov_7.772350||full",465
"NODE_765_length_14236_cov_6.055497||full",972
"NODE_21459_length_1734_cov_4.417510||full",126
"NODE_13162_length_2450_cov_13.097286||full",399
"NODE_12342_length_2555_cov_3.448800||full",90
"NODE_18293_length_1944_cov_3.913711||full",95
"NODE_33207_length_1252_cov_3.516291||full",50
"NODE_36988_length_1155_cov_2.857273||lt2gene",70
"NODE_23311_length_1632_cov_2.888396||full_1",39
"NODE_34799_length_1208_cov_3.699046||lt2gene",52
"NODE_7469_length_3592_cov_15.363020||full",625
"NODE_7572_length_3559_cov_8.545947||full",336
"NODE_25267_length_1538_cov_5.263655||full",82
"NODE_26254_length_1495_cov_17.795833||full",288
"NODE_15435_length_2192_cov_4.202153||full",100
"NODE_14038_length_2346_cov_2.717591||full",94
"NODE_32162_length_1283_cov_43.421010||full",518
"NODE_7874_length_3471_cov_2.883782||full",139
"NODE_16037_length_2134_cov_2.955267||full",65
"NODE_37497_length_1143_cov_3.664522||full",44
"NODE_24117_length_1591_cov_3.955729||full_1",37
"NODE_33771_length_1236_cov_3.812024||full",69
"NODE_28433_length_1409_cov_3.186854||full",65
"NODE_41214_length_1061_cov_2.097416||full",25
"NODE_25854_length_1513_cov_2.324417||full",45
"NODE_31386_length_1307_cov_42.724441||full",500
"NODE_4466_length_5083_cov_9.152944||full",604
"NODE_13266_length_2439_cov_4.132970||full",131
"NODE_21968_length_1705_cov_3.549697||full",64
"NODE_6651_length_3890_cov_4.104302||full",282
"NODE_28720_length_1398_cov_3.191363||full",45
"NODE_28199_length_1418_cov_2.465884||lt2gene",41
"NODE_6203_length_4077_cov_4.356788||full",209
"NODE_41968_length_1046_cov_3.099899||full",36
"NODE_10877_length_2788_cov_3.211489||full",126
"NODE_16055_length_2132_cov_3.950891||full",117
"NODE_35188_length_1198_cov_3.274716||full",130
"NODE_26036_length_1505_cov_2.815172||full",38
"NODE_38803_length_1113_cov_2.540643||full",34
"NODE_3093_length_6407_cov_3.484572||full",242
"NODE_38961_length_1109_cov_2.405123||full",66
"NODE_8816_length_3221_cov_4.907770||full",162
"NODE_35548_length_1189_cov_5.154321||full",61
"NODE_9755_length_3008_cov_4.049441||full",145
"NODE_15476_length_2188_cov_3.493202||full",88
"NODE_22973_length_1650_cov_3.808150||full",81
"NODE_9209_length_3127_cov_4.208333||full",139
"NODE_21094_length_1757_cov_3.346651||full",60
"NODE_16373_length_2103_cov_8.561523||full",214
"NODE_30047_length_1351_cov_1.837191||full",30
"NODE_41005_length_1065_cov_3.671287||full",49
"NODE_24567_length_1570_cov_3.545875||lt2gene",61
"NODE_29023_length_1387_cov_2.846096||full",50
"NODE_1205_length_11006_cov_8.235869||full",1102
"NODE_2904_length_6654_cov_7.659039||full",562
"NODE_5572_length_4399_cov_4.644797||full",311
"NODE_3310_length_6139_cov_5.858153||full",499
"NODE_19489_length_1857_cov_13.350166||full",274
"NODE_35768_length_1184_cov_2.728078||full",39
"NODE_30506_length_1335_cov_2.292187||lt2gene",45
"NODE_11166_length_2741_cov_4.888682||full",189
"NODE_32490_length_1274_cov_3.543888||full",45
"NODE_29836_length_1358_cov_2.117421||full",30
"NODE_35276_length_1196_cov_2.606486||full",46
"NODE_429_length_18348_cov_12.545455||full",2533
"NODE_113_length_31885_cov_10.730506||full",3696
"NODE_983_length_12334_cov_6.890952||full_1",824
"NODE_38168_length_1127_cov_7.517724||full",208
"NODE_14782_length_2262_cov_4.400091||full",476
"NODE_40438_length_1078_cov_2.282502||lt2gene",44
"NODE_29405_length_1374_cov_3.603487||full",63
"NODE_38681_length_1116_cov_2.692743||full",37
"NODE_29759_length_1360_cov_3.067433||full",54
"NODE_1997_length_8334_cov_16.317067||full",1462
"NODE_12670_length_2510_cov_4.014257||full",115
"NODE_4940_length_4767_cov_3.561333||full",572
"NODE_21041_length_1760_cov_5.052786||full",113
"NODE_41865_length_1048_cov_2.737160||full",29
"NODE_9705_length_3021_cov_4.680040||full",249
"NODE_20334_length_1800_cov_3.381089||full",105
"NODE_26947_length_1467_cov_4.339235||full",68
"NODE_3757_length_5648_cov_10.699446||full",664
"NODE_1742_length_9022_cov_8.404595||full",833
"NODE_26501_length_1485_cov_2.931469||full",69
"NODE_43641_length_1015_cov_1.703125||full",20
"NODE_28683_length_1399_cov_3.517113||full",56
"NODE_27425_length_1447_cov_11.602730||full",172
"NODE_27191_length_1456_cov_3.889365||full",66
"NODE_44418_length_1002_cov_1.978881||full",20
"NODE_584_length_15843_cov_22.029073||full",3927
"NODE_501_length_17073_cov_7.504290||full",1551
"NODE_9139_length_3145_cov_13.633657||full",443
"NODE_17369_length_2018_cov_3.113602||full",95
"NODE_21793_length_1716_cov_2.520771||full",47
"NODE_11172_length_2740_cov_2.922160||full",107
"NODE_38213_length_1126_cov_5.300654||full",69
"NODE_21321_length_1742_cov_4.389449||full",502
"NODE_4914_length_4791_cov_4.142103||full",231
"NODE_2914_length_6639_cov_7.541616||full",1043
"NODE_34363_length_1220_cov_2.512446||full",39
"NODE_20292_length_1803_cov_3.002860||full",57
"NODE_37008_length_1154_cov_4.149227||full",59
"NODE_6672_length_3882_cov_3.910896||full",227
"NODE_6659_length_3885_cov_9.155352||full",467
"NODE_39955_length_1087_cov_6.253876||full",181
